"Timestamp","DeviceID","Channel","SensorName","SensorID","DataType","Unit","Value"
"2020-07-30T00:00:00.000Z","dcf15000-e092-11e9-b49d-5f4b6757b1bf","100","RSSI","11406d00-e093-11e9-ba7c-716e7f5ba423","rssi","dbm","-74.412396694215"
"2020-07-31T00:00:00.000Z","dcf15000-e092-11e9-b49d-5f4b6757b1bf","100","RSSI","11406d00-e093-11e9-ba7c-716e7f5ba423","rssi","dbm","-73.338016528926"
"2020-08-01T00:00:00.000Z","dcf15000-e092-11e9-b49d-5f4b6757b1bf","100","RSSI","11406d00-e093-11e9-ba7c-716e7f5ba423","rssi","dbm","-72.789081885856"
"2020-08-02T00:00:00.000Z","dcf15000-e092-11e9-b49d-5f4b6757b1bf","100","RSSI","11406d00-e093-11e9-ba7c-716e7f5ba423","rssi","dbm","-72.844628099174"
"2020-08-03T00:00:00.000Z","dcf15000-e092-11e9-b49d-5f4b6757b1bf","100","RSSI","11406d00-e093-11e9-ba7c-716e7f5ba423","rssi","dbm","-72.854183927092"
"2020-08-04T00:00:00.000Z","dcf15000-e092-11e9-b49d-5f4b6757b1bf","100","RSSI","11406d00-e093-11e9-ba7c-716e7f5ba423","rssi","dbm","-74.794214876033"
"2020-08-05T00:00:00.000Z","dcf15000-e092-11e9-b49d-5f4b6757b1bf","100","RSSI","11406d00-e093-11e9-ba7c-716e7f5ba423","rssi","dbm","-73.66170388751"
"2020-08-06T00:00:00.000Z","dcf15000-e092-11e9-b49d-5f4b6757b1bf","100","RSSI","11406d00-e093-11e9-ba7c-716e7f5ba423","rssi","dbm","-73.670256835128"
"2020-08-07T00:00:00.000Z","dcf15000-e092-11e9-b49d-5f4b6757b1bf","100","RSSI","11406d00-e093-11e9-ba7c-716e7f5ba423","rssi","dbm","-73.332506203474"
"2020-08-08T00:00:00.000Z","dcf15000-e092-11e9-b49d-5f4b6757b1bf","100","RSSI","11406d00-e093-11e9-ba7c-716e7f5ba423","rssi","dbm","-73.239669421488"
"2020-08-09T00:00:00.000Z","dcf15000-e092-11e9-b49d-5f4b6757b1bf","100","RSSI","11406d00-e093-11e9-ba7c-716e7f5ba423","rssi","dbm","-72.745244003309"
"2020-08-10T00:00:00.000Z","dcf15000-e092-11e9-b49d-5f4b6757b1bf","100","RSSI","11406d00-e093-11e9-ba7c-716e7f5ba423","rssi","dbm","-73.156327543424"
"2020-08-11T00:00:00.000Z","dcf15000-e092-11e9-b49d-5f4b6757b1bf","100","RSSI","11406d00-e093-11e9-ba7c-716e7f5ba423","rssi","dbm","-79.313482216708"
"2020-08-12T00:00:00.000Z","dcf15000-e092-11e9-b49d-5f4b6757b1bf","100","RSSI","11406d00-e093-11e9-ba7c-716e7f5ba423","rssi","dbm","-97.589397089397"
"2020-08-13T00:00:00.000Z","dcf15000-e092-11e9-b49d-5f4b6757b1bf","100","RSSI","11406d00-e093-11e9-ba7c-716e7f5ba423","rssi","dbm","-95.269991401548"
"2020-08-14T00:00:00.000Z","dcf15000-e092-11e9-b49d-5f4b6757b1bf","100","RSSI","11406d00-e093-11e9-ba7c-716e7f5ba423","rssi","dbm","-94.807438016529"
"2020-08-15T00:00:00.000Z","dcf15000-e092-11e9-b49d-5f4b6757b1bf","100","RSSI","11406d00-e093-11e9-ba7c-716e7f5ba423","rssi","dbm","-93.504958677686"
"2020-08-16T00:00:00.000Z","dcf15000-e092-11e9-b49d-5f4b6757b1bf","100","RSSI","11406d00-e093-11e9-ba7c-716e7f5ba423","rssi","dbm","-91.824357912179"
"2020-08-17T00:00:00.000Z","dcf15000-e092-11e9-b49d-5f4b6757b1bf","100","RSSI","11406d00-e093-11e9-ba7c-716e7f5ba423","rssi","dbm","-91.514474772539"
"2020-08-18T00:00:00.000Z","dcf15000-e092-11e9-b49d-5f4b6757b1bf","100","RSSI","11406d00-e093-11e9-ba7c-716e7f5ba423","rssi","dbm","-90.826843413422"
"2020-08-19T00:00:00.000Z","dcf15000-e092-11e9-b49d-5f4b6757b1bf","100","RSSI","11406d00-e093-11e9-ba7c-716e7f5ba423","rssi","dbm","-90.653145695364"
"2020-08-20T00:00:00.000Z","dcf15000-e092-11e9-b49d-5f4b6757b1bf","100","RSSI","11406d00-e093-11e9-ba7c-716e7f5ba423","rssi","dbm","-91.170265780731"
"2020-08-21T00:00:00.000Z","dcf15000-e092-11e9-b49d-5f4b6757b1bf","100","RSSI","11406d00-e093-11e9-ba7c-716e7f5ba423","rssi","dbm","-88.106699751861"
"2020-08-22T00:00:00.000Z","dcf15000-e092-11e9-b49d-5f4b6757b1bf","100","RSSI","11406d00-e093-11e9-ba7c-716e7f5ba423","rssi","dbm","-87.84132231405"
"2020-08-23T00:00:00.000Z","dcf15000-e092-11e9-b49d-5f4b6757b1bf","100","RSSI","11406d00-e093-11e9-ba7c-716e7f5ba423","rssi","dbm","-88.090909090909"
"2020-08-24T00:00:00.000Z","dcf15000-e092-11e9-b49d-5f4b6757b1bf","100","RSSI","11406d00-e093-11e9-ba7c-716e7f5ba423","rssi","dbm","-73.878512396694"
"2020-08-25T00:00:00.000Z","dcf15000-e092-11e9-b49d-5f4b6757b1bf","100","RSSI","11406d00-e093-11e9-ba7c-716e7f5ba423","rssi","dbm","-72.550041356493"
"2020-08-26T00:00:00.000Z","dcf15000-e092-11e9-b49d-5f4b6757b1bf","100","RSSI","11406d00-e093-11e9-ba7c-716e7f5ba423","rssi","dbm","-71.951239669421"
"2020-08-27T00:00:00.000Z","dcf15000-e092-11e9-b49d-5f4b6757b1bf","100","RSSI","11406d00-e093-11e9-ba7c-716e7f5ba423","rssi","dbm","-72.44132231405"
"2020-08-28T00:00:00.000Z","dcf15000-e092-11e9-b49d-5f4b6757b1bf","100","RSSI","11406d00-e093-11e9-ba7c-716e7f5ba423","rssi","dbm","-73.244205298013"
"2020-08-29T00:00:00.000Z","dcf15000-e092-11e9-b49d-5f4b6757b1bf","100","RSSI","11406d00-e093-11e9-ba7c-716e7f5ba423","rssi","dbm","-72.771333885667"
"2020-08-30T00:00:00.000Z","dcf15000-e092-11e9-b49d-5f4b6757b1bf","100","RSSI","11406d00-e093-11e9-ba7c-716e7f5ba423","rssi","dbm","-73.101709401709"
"2020-08-31T00:00:00.000Z","dcf15000-e092-11e9-b49d-5f4b6757b1bf","100","RSSI","11406d00-e093-11e9-ba7c-716e7f5ba423","rssi","dbm","-73.856079404466"
"2020-09-01T00:00:00.000Z","dcf15000-e092-11e9-b49d-5f4b6757b1bf","100","RSSI","11406d00-e093-11e9-ba7c-716e7f5ba423","rssi","dbm","-75.916459884202"
"2020-09-02T00:00:00.000Z","dcf15000-e092-11e9-b49d-5f4b6757b1bf","100","RSSI","11406d00-e093-11e9-ba7c-716e7f5ba423","rssi","dbm","-73.552066115702"
"2020-09-03T00:00:00.000Z","dcf15000-e092-11e9-b49d-5f4b6757b1bf","100","RSSI","11406d00-e093-11e9-ba7c-716e7f5ba423","rssi","dbm","-73.438378825476"
"2020-09-04T00:00:00.000Z","dcf15000-e092-11e9-b49d-5f4b6757b1bf","100","RSSI","11406d00-e093-11e9-ba7c-716e7f5ba423","rssi","dbm","-75.170080142476"
"2020-09-05T00:00:00.000Z","dcf15000-e092-11e9-b49d-5f4b6757b1bf","100","RSSI","11406d00-e093-11e9-ba7c-716e7f5ba423","rssi","dbm","-84.368503937008"
